subscriber_id,birthday,gender,handset_vendor,region,price_plan,price_plan_monthly_fee,ARPU
748,1970-03-05,"FEMALE","Apple","Gomelskaya","Plan3",12.312000,12.312000
749,1986-06-01,"MALE","Apple","Gomelskaya","Plan1",20.712000,20.712000
750,1999-05-21,"MALE","Xiaomi","Gomelskaya","Plan1",20.712000,20.712000
751,1999-01-13,"FEMALE","Apple","Minsk","Plan2",14.808000,15.260800
752,2000-04-18,"MALE","Huawei","Gomelskaya","Plan2",14.808000,16.104000
753,2000-02-08,"FEMALE","Apple","Minsk","Plan3",12.312000,18.086400
754,1970-03-02,"FEMALE","Apple","Vitebskaya","Plan1",20.712000,20.961600
755,1999-04-17,"MALE","Apple","Minsk","Plan3",12.312000,31.740800
756,1998-01-01,"FEMALE","Huawei","Minsk","Plan3",12.312000,12.352000
757,1987-02-19,"MALE","Apple","Minsk","Plan1",20.712000,21.355200
758,1991-06-09,"MALE","Huawei","Minsk","Plan1",20.712000,47.761600
759,1981-05-07,"MALE","Xiaomi","Minsk","Plan1",20.712000,20.712000
760,1995-01-03,"MALE","Apple","Grodnenskaya","Plan2",14.808000,27.304000
761,1978-04-08,"FEMALE","Apple","Mogilevskaya","Plan1",20.712000,26.312000
762,1999-01-07,"MALE","Xiaomi","Gomelskaya","Plan2",14.808000,14.952000
763,1977-01-02,"FEMALE","Apple","Minskaya","Plan1",20.712000,20.899200
764,1995-04-05,"FEMALE","Apple","Minsk","Plan1",20.712000,20.856000
765,1988-04-16,"FEMALE","Xiaomi","Minskaya","Plan1",20.712000,37.240000
766,1968-04-02,"MALE","Apple","Minsk","Plan3",12.312000,12.352000
767,2001-03-10,"MALE","Apple","Minsk","Plan1",20.712000,21.864000
768,1978-02-06,"FEMALE","Apple","Minsk","Plan3",12.312000,19.340800
769,2001-01-04,"MALE","Xiaomi","Brestskaya","Plan3",12.312000,12.312000
770,1983-03-05,"MALE","Xiaomi","Minsk","Plan1",20.712000,27.512000
771,1977-05-03,"MALE","Apple","Minsk","Plan1",20.712000,21.664000
772,1974-01-18,"FEMALE","Xiaomi","Grodnenskaya","Plan1",20.712000,21.124800
773,1999-01-17,"FEMALE","Apple","Gomelskaya","Plan2",14.808000,18.096000
774,1998-01-19,"FEMALE","Xiaomi","Minskaya","Plan1",20.712000,28.870800
775,1961-03-13,"FEMALE","Apple","Mogilevskaya","Plan1",20.712000,20.918400
776,1974-04-03,"MALE","Apple","Mogilevskaya","Plan1",20.712000,36.104000
777,2000-02-17,"MALE","Huawei","Minsk","Plan2",14.808000,35.126400
778,1978-02-09,"FEMALE","Apple","Mogilevskaya","Plan1",20.712000,23.316800
779,1983-06-02,"FEMALE","Apple","Grodnenskaya","Plan2",14.808000,17.288000
780,1970-03-08,"MALE","Huawei","Minskaya","Plan1",20.712000,32.908800
781,1978-01-18,"MALE","Huawei","Gomelskaya","Plan1",20.712000,20.712000
782,1987-01-16,"FEMALE","Apple","Minskaya","Plan4",11.232000,18.916800
783,1980-06-09,"FEMALE","Huawei","Gomelskaya","Plan3",12.312000,12.312000
784,1989-04-09,"MALE","Apple","Minsk","Plan1",20.712000,20.774400
785,1983-04-17,"FEMALE","Huawei","Minsk","Plan1",20.712000,24.352000
786,1996-01-14,"MALE","Apple","Minsk","Plan2",14.808000,20.864000
787,1999-01-03,"MALE","Apple","Minsk","Plan3",12.312000,12.312000
788,1977-01-06,"FEMALE","Huawei","Mogilevskaya","Plan1",20.712000,20.952000
789,1979-02-10,"FEMALE","Huawei","Minsk","Plan1",20.712000,29.462000
790,1990-01-01,"MALE","Apple","Minsk","Plan1",20.712000,30.360000
791,1983-04-04,"MALE","Apple","Minsk","Plan1",20.712000,20.712000
792,2000-04-20,"FEMALE","Apple","Minsk","Plan1",20.712000,20.774400
793,1961-01-01,"MALE","Huawei","Minskaya","Plan4",11.232000,23.737600
794,1998-01-04,"MALE","Apple","Minsk","Plan1",20.712000,36.852800
795,1995-02-06,"FEMALE","Huawei","Minsk","Plan3",12.312000,20.790400
796,1984-04-01,"FEMALE","Apple","Grodnenskaya","Plan3",12.312000,13.512000
797,1996-01-04,"MALE","Huawei","Minsk","Plan3",12.312000,14.203200
798,1988-03-04,"MALE","Huawei","Minskaya","Plan1",20.712000,20.712000
799,1973-05-08,"MALE","Apple","Minskaya","Plan1",20.712000,20.712000
800,2001-05-06,"FEMALE","Apple","Minskaya","Plan3",12.312000,12.977600
801,1997-03-09,"FEMALE","Apple","Mogilevskaya","Plan1",20.712000,20.836800
802,2000-06-02,"MALE","Apple","Gomelskaya","Plan2",14.808000,19.920000
803,2002-04-01,"MALE","Apple","Minsk","Plan1",20.712000,39.584000
804,1977-02-07,"FEMALE","Apple","Mogilevskaya","Plan2",14.808000,14.808000
805,1991-03-06,"MALE","Apple","Minsk","Plan1",20.712000,41.108800
806,1999-01-04,"MALE","Apple","Minsk","Plan2",14.808000,14.888000
807,1973-07-09,"FEMALE","Apple","Mogilevskaya","Plan2",14.808000,15.294400
808,1981-04-11,"FEMALE","Apple","Minsk","Plan3",12.312000,14.992000
809,1966-02-02,"FEMALE","Apple","Grodnenskaya","Plan3",12.312000,17.864000
810,1992-02-17,"MALE","Apple","Minskaya","Plan1",20.712000,21.288000
811,1980-04-08,"FEMALE","Apple","Minskaya","Plan1",20.712000,20.712000
812,1996-03-06,"FEMALE","Xiaomi","Minsk","Plan3",12.312000,12.552000
813,1981-04-14,"MALE","Apple","Minsk","Plan1",20.712000,20.712000
814,1983-02-09,"FEMALE","Apple","Minsk","Plan3",12.312000,12.312000
815,1999-03-04,"MALE","Apple","Grodnenskaya","Plan3",12.312000,34.504000
816,1996-07-09,"MALE","Apple","Gomelskaya","Plan2",14.808000,18.952000
817,1977-02-01,"FEMALE","Apple","Brestskaya","Plan3",12.312000,12.952000
818,1989-05-07,"MALE","Apple","Minsk","Plan1",20.712000,45.796800
819,1995-02-09,"FEMALE","Apple","Minsk","Plan1",20.712000,26.510400
820,1983-05-14,"MALE","Apple","Minsk","Plan1",20.712000,28.685600
821,1975-02-08,"FEMALE","Apple","Mogilevskaya","Plan1",20.712000,21.398400
822,2000-01-17,"FEMALE","Apple","Gomelskaya","Plan2",14.808000,20.240000
823,1988-03-02,"MALE","Apple","Brestskaya","Plan1",20.712000,24.859200
824,1979-01-02,"MALE","Apple","Minsk","Plan1",20.712000,21.211200
825,1986-02-05,"MALE","Apple","Minsk","Plan1",20.712000,43.081600
826,1983-04-10,"FEMALE","Apple","Minsk","Plan3",12.312000,18.512000
827,2000-04-11,"MALE","Apple","Mogilevskaya","Plan2",14.808000,15.088000
828,1982-03-10,"MALE","Apple","Minsk","Plan3",12.312000,17.552000
829,1998-01-08,"MALE","Apple","Grodnenskaya","Plan3",12.312000,26.576000
830,1971-02-01,"MALE","Apple","Minsk","Plan1",20.712000,35.977600
831,1967-06-17,"FEMALE","Apple","Minskaya","Plan1",20.712000,44.216000
832,1973-01-16,"FEMALE","Apple","Gomelskaya","Plan3",12.312000,12.744000
833,1984-03-08,"MALE","Apple","Minsk","Plan1",20.712000,20.712000
834,1981-01-20,"FEMALE","Apple","Gomelskaya","Plan3",12.312000,13.643200
835,1976-01-01,"MALE","Xiaomi","Gomelskaya","Plan1",20.712000,20.923200
836,1972-02-18,"MALE","Apple","Grodnenskaya","Plan1",20.712000,30.232000
837,1990-07-02,"FEMALE","Xiaomi","Minskaya","Plan1",20.712000,20.712000
838,1993-02-17,"MALE","Apple","Minsk","Plan1",20.712000,20.712000
839,1999-05-02,"MALE","Xiaomi","Minsk","Plan1",20.712000,21.585600
840,1988-05-11,"FEMALE","Apple","Minskaya","Plan1",20.712000,24.404800
841,1990-03-11,"FEMALE","Xiaomi","Minsk","Plan1",20.712000,22.584000
842,1983-03-08,"MALE","Apple","Minsk","Plan2",14.808000,16.598200
843,1979-02-07,"FEMALE","Xiaomi","Gomelskaya","Plan3",12.312000,13.822200
844,1971-04-12,"MALE","Apple","Gomelskaya","Plan2",14.808000,19.716800
845,1998-01-10,"FEMALE","Xiaomi","Grodnenskaya","Plan3",12.312000,21.554600
846,2001-05-02,"MALE","Xiaomi","Gomelskaya","Plan2",14.808000,19.112000
847,1960-07-02,"MALE","Apple","Minsk","Plan2",14.808000,14.848000
848,1969-06-01,"MALE","Xiaomi","Minskaya","Plan1",20.712000,24.638400
849,1968-01-10,"MALE","Apple","Minsk","Plan1",20.712000,20.712000
850,1980-02-21,"FEMALE","Xiaomi","Grodnenskaya","Plan2",14.808000,15.288000
851,1999-07-17,"FEMALE","Apple","Mogilevskaya","Plan2",14.808000,14.808000
852,1980-02-10,"FEMALE","Apple","Minsk","Plan2",14.808000,27.155200
853,1994-03-16,"MALE","Xiaomi","Gomelskaya","Plan1",20.712000,20.712000
854,1976-01-09,"FEMALE","Apple","Grodnenskaya","Plan3",12.312000,19.150400
855,1977-01-01,"FEMALE","Xiaomi","Mogilevskaya","Plan1",20.712000,28.990400
856,1974-01-13,"FEMALE","Apple","Mogilevskaya","Plan1",20.712000,23.416000
857,1977-01-04,"FEMALE","Xiaomi","Brestskaya","Plan2",14.808000,14.888000
858,1973-04-16,"MALE","Apple","Minsk","Plan2",14.808000,14.808000
859,1979-03-01,"FEMALE","Apple","Minsk","Plan3",12.312000,12.352000
860,2000-02-04,"FEMALE","Xiaomi","Mogilevskaya","Plan3",12.312000,12.312000
861,1971-02-07,"MALE","Xiaomi","Minsk","Plan2",14.808000,17.288000
862,1998-01-06,"FEMALE","Apple","Minsk","Plan3",12.312000,12.312000
863,1979-03-01,"MALE","Apple","Minsk","Plan1",20.712000,20.712000
864,1979-04-02,"MALE","Xiaomi","Gomelskaya","Plan1",20.712000,20.712000
865,1982-01-06,"MALE","Xiaomi","Minsk","Plan1",20.712000,23.832000
866,1986-02-02,"FEMALE","Apple","Minsk","Plan3",12.312000,26.472000
867,1999-05-13,"FEMALE","Apple","Grodnenskaya","Plan3",12.312000,17.774400
868,1976-04-06,"MALE","Apple","Brestskaya","Plan3",12.312000,12.744000
869,1967-01-11,"FEMALE","Apple","Gomelskaya","Plan1",20.712000,21.168000
870,1992-06-16,"MALE","Apple","Minsk","Plan1",20.712000,21.336000
871,1985-04-09,"FEMALE","Apple","Minskaya","Plan4",11.232000,20.104000
872,2000-04-05,"FEMALE","Apple","Minsk","Plan2",14.808000,15.360000
873,1975-04-04,"FEMALE","Apple","Gomelskaya","Plan3",12.312000,17.632000
874,1973-03-07,"FEMALE","Apple","Mogilevskaya","Plan1",20.712000,29.150400
875,1976-01-09,"FEMALE","Apple","Gomelskaya","Plan1",20.712000,21.288000
876,1974-02-03,"MALE","Apple","Minsk","Plan1",20.712000,21.843500
877,1980-03-21,"FEMALE","Apple","Minsk","Plan3",12.312000,13.184000
878,1983-04-10,"FEMALE","Apple","Mogilevskaya","Plan1",20.712000,23.035200
879,1999-05-05,"MALE","Apple","Minsk","Plan1",20.712000,21.273600
880,1967-04-20,"FEMALE","Apple","Grodnenskaya","Plan2",14.808000,15.960000
881,1975-04-08,"FEMALE","Apple","Mogilevskaya","Plan2",14.808000,14.920000
882,1981-02-06,"FEMALE","Apple","Minsk","Plan3",12.312000,12.432000
883,1960-02-01,"FEMALE","Apple","Minsk","Plan3",12.312000,17.552000
884,1968-02-04,"FEMALE","Apple","Minskaya","Plan1",20.712000,27.331200
885,1989-01-09,"FEMALE","Samsung","Minsk","Plan3",12.312000,12.552000
886,1974-05-04,"FEMALE","Apple","Minsk","Plan1",20.712000,20.712000
887,1974-03-18,"MALE","Huawei","Minsk","Plan1",20.712000,22.468800
888,1979-01-08,"MALE","Apple","Minskaya","Plan3",12.312000,12.312000
889,1953-07-08,"MALE","Huawei","Minskaya","Plan1",20.712000,25.080000
890,1996-04-19,"FEMALE","Huawei","Brestskaya","Plan3",12.312000,16.971200
891,1978-01-07,"FEMALE","Apple","Minsk","Plan2",14.808000,27.472000
892,1953-02-08,"FEMALE","Huawei","Minsk","Plan1",20.712000,20.712000
893,1975-06-03,"FEMALE","Apple","Mogilevskaya","Plan3",12.312000,29.619900
894,1995-03-18,"MALE","Apple","Minsk","Plan1",20.712000,35.592000
895,1997-03-02,"MALE","Apple","Gomelskaya","Plan3",12.312000,13.420800
896,1978-03-09,"MALE","Huawei","Grodnenskaya","Plan3",12.312000,22.368000
897,1999-02-19,"MALE","Apple","Gomelskaya","Plan1",20.712000,21.086400
898,1967-01-11,"MALE","Huawei","Minskaya","Plan1",20.712000,47.585600
899,1997-02-16,"FEMALE","Apple","Mogilevskaya","Plan1",20.712000,20.712000
900,1981-01-03,"MALE","Huawei","Minskaya","Plan1",20.712000,48.528000
901,1990-04-20,"MALE","Apple","Minskaya","Plan1",20.712000,27.492800
902,1974-02-02,"MALE","Huawei","Minsk","Plan2",14.808000,14.808000
903,2002-02-09,"FEMALE","Apple","Minskaya","Plan2",14.808000,14.808000
904,1990-03-01,"MALE","Huawei","Minskaya","Plan1",20.712000,26.552000
905,1997-02-04,"MALE","Apple","Minsk","Plan3",12.312000,23.665600
906,1990-01-10,"FEMALE","Apple","Minsk","Plan1",20.712000,21.396800
907,1990-04-16,"MALE","Apple","Minsk","Plan1",20.712000,21.521600
908,1992-05-19,"MALE","Huawei","Gomelskaya","Plan1",20.712000,34.276800
909,1996-04-07,"MALE","Apple","Gomelskaya","Plan2",14.808000,25.387200
910,1977-01-06,"FEMALE","Apple","Mogilevskaya","Plan3",12.312000,13.310400
911,1998-05-04,"FEMALE","Apple","Minsk","Plan3",12.312000,12.680000
912,1983-01-07,"FEMALE","Huawei","Minsk","Plan1",20.712000,32.476800
913,2000-05-06,"MALE","Apple","Gomelskaya","Plan3",12.312000,32.096000
914,1993-03-06,"MALE","Apple","Minsk","Plan1",20.712000,30.648000
915,1999-01-19,"MALE","Huawei","Gomelskaya","Plan1",20.712000,20.961600
916,1983-02-03,"MALE","Apple","Minsk","Plan1",20.712000,24.326800
917,1980-01-09,"FEMALE","Apple","Gomelskaya","Plan1",20.712000,20.712000
918,1998-02-02,"MALE","Huawei","Minsk","Plan2",14.808000,37.878000
919,1956-01-03,"FEMALE","Apple","Minsk","Plan1",20.712000,22.537600
920,1966-02-08,"MALE","Huawei","Minskaya","Plan3",12.312000,20.123200
921,1985-05-11,"FEMALE","Huawei","Minsk","Plan1",20.712000,21.710400
922,1977-01-08,"MALE","Apple","Minsk","Plan3",12.312000,12.977600
923,1995-03-04,"MALE","Huawei","Gomelskaya","Plan1",20.712000,29.974400
924,1980-03-19,"FEMALE","Apple","Minskaya","Plan3",12.312000,13.096000
925,1967-01-10,"FEMALE","Huawei","Minskaya","Plan3",12.312000,13.392000
926,1966-04-08,"FEMALE","Apple","Minsk","Plan1",20.712000,22.649600
927,1970-01-09,"FEMALE","Apple","Minsk","Plan3",12.312000,13.464000
928,1989-01-11,"FEMALE","Huawei","Mogilevskaya","Plan3",12.312000,12.632000
929,1995-04-01,"MALE","Apple","Minsk","Plan1",20.712000,21.148800
930,1985-07-08,"FEMALE","Apple","Gomelskaya","Plan3",12.312000,16.292800
931,2001-03-17,"MALE","Apple","Minsk","Plan1",20.712000,21.206400
932,1962-07-02,"FEMALE","Huawei","Minskaya","Plan2",14.808000,42.035200
933,1973-03-09,"MALE","Huawei","Minsk","Plan1",20.712000,22.251200
934,1977-04-15,"MALE","Apple","Mogilevskaya","Plan3",12.312000,12.432000
935,1985-01-17,"FEMALE","Apple","Minsk","Plan3",12.312000,12.312000
936,1986-06-07,"MALE","Samsung","Mogilevskaya","Plan1",20.712000,20.712000
937,2001-02-16,"MALE","Apple","Minsk","Plan1",20.712000,23.020800
938,1987-01-10,"FEMALE","Huawei","Minskaya","Plan3",12.312000,32.384000
939,1978-04-07,"MALE","Huawei","Minsk","Plan3",12.312000,14.308800
940,1996-04-07,"FEMALE","Huawei","Brestskaya","Plan3",12.312000,16.888000
941,1976-01-03,"FEMALE","Apple","Grodnenskaya","Plan3",12.312000,13.792000
942,1989-06-03,"FEMALE","Apple","Minsk","Plan1",20.712000,20.836800
943,1967-03-20,"MALE","Huawei","Brestskaya","Plan2",14.808000,18.952000
944,1960-01-05,"FEMALE","Huawei","Minsk","Plan1",20.712000,22.625600
945,1975-02-01,"MALE","Apple","Minsk","Plan1",20.712000,20.774400
946,1990-02-02,"MALE","Huawei","Grodnenskaya","Plan1",20.712000,20.712000
947,1999-05-08,"MALE","Apple","Grodnenskaya","Plan3",12.312000,38.260800
948,1984-03-04,"MALE","Apple","Minsk","Plan1",20.712000,22.961600
949,1975-02-05,"MALE","Huawei","Minskaya","Plan1",20.712000,35.937600
950,1997-04-07,"MALE","Apple","Gomelskaya","Plan1",20.712000,41.470000
951,1991-01-12,"FEMALE","Apple","Minsk","Plan1",20.712000,25.828800
952,1989-06-04,"FEMALE","Apple","Gomelskaya","Plan1",20.712000,27.409600
953,1991-04-03,"FEMALE","Apple","Minsk","Plan1",20.712000,20.712000
954,1979-02-08,"MALE","Samsung","Minskaya","Plan3",12.312000,24.552000
955,1947-02-01,"FEMALE","Apple","Minsk","Plan3",12.312000,12.752000
956,1986-01-13,"FEMALE","Apple","Mogilevskaya","Plan3",12.312000,15.512000
957,1971-02-08,"MALE","Samsung","Minsk","Plan1",20.712000,20.774400
958,1995-03-09,"MALE","Apple","Minsk","Plan2",14.808000,23.128000
959,1997-06-04,"MALE","Apple","Minsk","Plan2",14.808000,21.616000
960,1982-01-01,"FEMALE","Samsung","Grodnenskaya","Plan3",12.312000,12.312000
961,1980-01-02,"MALE","Apple","Minsk","Plan1",20.712000,25.632000
962,1965-03-08,"MALE","Samsung","Minskaya","Plan1",20.712000,30.280000
963,1996-01-01,"MALE","Samsung","Gomelskaya","Plan3",12.312000,12.592000
964,1978-07-04,"FEMALE","Apple","Minskaya","Plan1",20.712000,20.836800
965,1977-01-11,"MALE","Samsung","Minsk","Plan2",14.808000,22.248000
966,2000-01-21,"MALE","Apple","Minsk","Plan3",12.312000,13.430400
967,1977-01-20,"MALE","Apple","Mogilevskaya","Plan2",14.808000,20.880000
968,1999-01-08,"MALE","Apple","Mogilevskaya","Plan3",12.312000,12.552000
969,1995-02-21,"FEMALE","Apple","Grodnenskaya","Plan3",12.312000,21.176000
970,1984-02-05,"FEMALE","Huawei","Minsk","Plan3",12.312000,16.888000
971,1981-03-14,"FEMALE","Apple","Minsk","Plan1",20.712000,22.848000
972,1980-02-19,"FEMALE","Huawei","Mogilevskaya","Plan1",20.712000,48.084800
973,1989-04-05,"FEMALE","Huawei","Minsk","Plan1",20.712000,29.667200
974,1975-03-02,"MALE","Apple","Minsk","Plan2",14.808000,19.025600
975,1981-01-01,"MALE","Huawei","Minskaya","Plan1",20.712000,39.758400
976,2000-01-12,"MALE","Apple","Minsk","Plan3",12.312000,14.931200
977,1996-03-14,"FEMALE","Apple","Brestskaya","Plan2",14.808000,27.163200
978,1970-01-15,"MALE","Huawei","Minskaya","Plan1",20.712000,21.912000
979,1977-01-01,"MALE","Xiaomi","Grodnenskaya","Plan3",12.312000,18.249600
980,1978-06-16,"FEMALE","Xiaomi","Brestskaya","Plan3",12.312000,12.392000
981,1976-03-04,"MALE","Apple","Minsk","Plan2",14.808000,24.600000
982,2002-02-21,"FEMALE","Huawei","Gomelskaya","Plan3",12.312000,25.184000
983,1981-02-03,"MALE","Apple","Minsk","Plan2",14.808000,22.248000
984,1995-05-05,"MALE","Apple","Brestskaya","Plan3",12.312000,12.600000
985,1983-01-16,"FEMALE","Huawei","Grodnenskaya","Plan3",12.312000,15.712000
986,1998-07-08,"MALE","Apple","Grodnenskaya","Plan2",14.808000,30.793600
987,1971-01-03,"FEMALE","Apple","Gomelskaya","Plan1",20.712000,21.398400
988,1994-07-10,"MALE","Apple","Minsk","Plan1",20.712000,27.908800
989,1980-02-02,"FEMALE","Apple","Grodnenskaya","Plan3",12.312000,13.632000
990,1983-01-15,"MALE","Apple","Minsk","Plan3",12.312000,12.851200
991,1994-02-09,"MALE","Apple","Mogilevskaya","Plan1",20.712000,28.099200
992,1985-03-09,"FEMALE","Apple","Minsk","Plan3",12.312000,12.352000
993,1998-03-03,"MALE","Apple","Grodnenskaya","Plan1",20.712000,30.529600
994,1995-05-04,"MALE","Apple","Minsk","Plan1",20.712000,22.872000
995,1974-02-06,"MALE","Apple","Grodnenskaya","Plan1",20.712000,20.836800
996,1996-03-05,"MALE","Apple","Minsk","Plan3",12.312000,24.043200
997,2000-03-03,"FEMALE","Apple","Minskaya","Plan3",12.312000,17.544000
998,1997-01-03,"MALE","Apple","Minsk","Plan2",14.808000,28.768000
999,1997-01-10,"FEMALE","Apple","Grodnenskaya","Plan3",12.312000,18.407600
1000,1986-01-07,"FEMALE","Apple","Minsk","Plan1",20.712000,21.592000
